,Text_clean,positive_score,negative_score,polarity_score,number_words,subjectivity,Sentiment
692,thrusters are integrated with spacecraft enabling abort capability all the way to abort for increased safety,2,2,0.0,9,0.44444439506173394,Neutral
693, what song would you play on your ride out to the launch pad,0,0,0.0,5,0.0,Neutral
694, dragon has completed flights to and from the  it was designed from the beginning with human spaceflight in mi,0,0,0.0,8,0.0,Neutral
695, dragon is the only spacecraft currently flying capable of returning significant amounts of cargo to earth and is the first priv,2,0,0.99999950000025,10,0.19999998000000202,Most Positive
696, spacexs custom tailored suits route the communications and cooling systems and protect the crew in the event of cabin depressu,1,0,0.9999990000010001,13,0.07692307100591762,Most Positive
697, live now we are ready to  are you u+fwatch coverage of the nasa crew  mission liftoff is at pm et,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
698, watch falcon launch crew dragon on its first operational mission to the with astronauts on board u+,0,0,0.0,10,0.0,Neutral
699,ok,0,0,0.0,0,0.0,Neutral
700, all systems are go for tonights launch at  pm est of crew dragons first operational mission with four astronauts on boa,0,0,0.0,11,0.0,Neutral
701,yeah i feel pretty normal no symptoms right now last week i had sym,2,1,0.33333322222225925,7,0.4285713673469475,Positive
702,doing tests from several different labs same time of day administered by rn &amp am,0,0,0.0,8,0.0,Neutral
703,both obv insanely great too bad they had this pointless argument,1,3,-0.49999987500003124,6,0.6666665555555741,Negative
704,astronaut launch today,0,0,0.0,3,0.0,Neutral
705, u+f has a message for boys and girls in japan space is waiting in this spotlight astronaut so,0,0,0.0,9,0.0,Neutral
706, this weeku+f nasas crew  astronauts arrive at ahead of launchu+f our rover marks days,0,0,0.0,10,0.0,Neutral
707, just finished final dress rehearsal getting ready for saturday launch behind me is real,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
708,no kids though,0,0,0.0,1,0.0,Neutral
709,hell of a wig collection too,0,1,-0.9999990000010001,3,0.33333322222225925,Most Negative
710,it would be great if labs could give people this level of granular feedback in their results,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
711, great question its more complex question and depends on why the test is being used   ie do you want to kn,1,1,0.0,7,0.285714244897965,Neutral
712,worth reading this thread if youre curious about rona testing,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
713,they should be imo if you get a blood pressure test they tell you the number not ju,0,0,0.0,6,0.0,Neutral
714,a little up &amp down feels just like a regular cold but more body achy &amp cloudy head than co,1,2,-0.33333322222225925,11,0.2727272479338866,Negative
715,in your opinion at what ct number for the cov n gene should a pcr test probably be regarded as,0,0,0.0,8,0.0,Neutral
716,,0,0,0.0,0,0.0,Neutral
717,cool but please be super cautious expect two steps forward one back lot of new code was merged,2,0,0.99999950000025,10,0.19999998000000202,Most Positive
718,just a scratch we can buff it out,0,1,-0.9999990000010001,2,0.499999750000125,Most Negative
719,am getting wildly different results from different labs but most likely i have a moderate case of covid,0,1,-0.9999990000010001,6,0.16666663888889352,Most Negative
720,npcs all the way up,0,0,0.0,1,0.0,Neutral
721,ahem,0,0,0.0,1,0.0,Neutral
722,unless youre on dmt,0,0,0.0,2,0.0,Neutral
723,laws of thermodynamics you cant win you cant break even you cant stop playing,1,1,0.0,6,0.33333327777778704,Neutral
724,shakes fist at entropy,0,1,-0.9999990000010001,3,0.33333322222225925,Most Negative
725,big expansion of beta program in to weeks,0,0,0.0,5,0.0,Neutral
726,interesting my thursday night saliva sample came back today with n gene unique to cov,1,0,0.9999990000010001,10,0.09999999000000101,Most Positive
727,whats honey,0,0,0.0,2,0.0,Neutral
728,feels that way,0,0,0.0,1,0.0,Neutral
729,this seems accurate,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
730,cold symptoms are gone for now u+fu+fu+fab,0,2,-0.99999950000025,3,0.6666664444445185,Most Negative
731,there are degrees of pos,0,0,0.0,2,0.0,Neutral
732,heneghan makes a lot of sense hilarious that he has to clarify that he r,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
733,the number of pcr amplification cycles required to detect the virus is a rough indicator of your vir,0,2,-0.99999950000025,10,0.19999998000000202,Most Negative
734,this a great reference worth a read,2,0,0.99999950000025,4,0.49999987500003124,Most Positive
735,case closed,0,0,0.0,2,0.0,Neutral
736,soon,0,0,0.0,0,0.0,Neutral
737,fwiw lab i just spoke to thinks below is accurate to gets dicey &amp above is bs will talk to,1,1,0.0,10,0.19999998000000202,Neutral
738,lab i just spoke to said cov pcr detection n &amp n genes below cycles is reliable &amp above cycles is not,1,0,0.9999990000010001,13,0.07692307100591762,Most Positive
739,note this is not the spike protein they dont consider that reliable,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
740,just spoke directly to a testing lab their main pcr search is for the n gene unique,0,0,0.0,9,0.0,Neutral
741,strange,0,1,-0.9999990000010001,1,0.9999990000010001,Most Negative
742,possible explanation for the dramatic decline in cold &amp flu prevalence vs prior years if someone comes,0,2,-0.99999950000025,10,0.19999998000000202,Most Negative
743,moreover lower the true prevalence the higher the false positive number will be this sounds obvious,1,1,0.0,9,0.22222219753086697,Neutral
744,from,0,0,0.0,0,0.0,Neutral
745,sure is,0,0,0.0,0,0.0,Neutral
746,would be great to hear from people who know a lot about the pcr testing industry whats the approximate false posi,1,1,0.0,11,0.1818181652892577,Neutral
747,interesting,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
748,interesting,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
749,what is the general population no knowledge of symptoms accuracy of a sars cov pcr test &amp is it possible to gene,0,1,-0.9999990000010001,12,0.08333332638888948,Most Negative
750,a good pcr test should identify if i have the cov spike proteins although i have heard s,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
751,mild sniffles &amp cough &amp slight fever past few days right now no symptoms although i did take nyquil,1,2,-0.33333322222225925,13,0.23076921301775286,Negative
752,technically i tested positive then negative twice then positive again so elon musk tests negati,2,1,0.33333322222225925,9,0.33333329629630043,Positive
753,the carousel turns ever faster,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
754,yup,0,0,0.0,1,0.0,Neutral
755,exactly,0,0,0.0,0,0.0,Neutral
756,symptoms of a typical cold nothing unusual so far,0,3,-0.9999996666667778,4,0.7499998125000469,Most Negative
757,if its happening to me its happening to others im getting pcr tests from separate labs results will take about hours,0,0,0.0,9,0.0,Neutral
758,something extremely bogus is going on was tested for covid four times today two tests came back negative two cam,0,2,-0.99999950000025,10,0.19999998000000202,Most Negative
759,burst disk worked so vehicle appears to be ok well have to swap out at least one of the engines,2,0,0.99999950000025,7,0.285714244897965,Most Positive
760,maybe melted an engine preburner or fuel hot gas manifold whatev,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
761,we lost vehicle pneumatics reason unknown at present liquid oxygen header tank pressure is risin,0,3,-0.9999996666667778,12,0.2499999791666684,Most Negative
762,u+fu+fu+fd,0,0,0.0,1,0.0,Neutral
763, tesla tops list of s most attractive employers for us engineering students,2,0,0.99999950000025,7,0.285714244897965,Most Positive
764,astronauts fly to on sat night from cape first operational flight of crew dragon,0,0,0.0,9,0.0,Neutral
765,luck is the best superpower,2,0,0.99999950000025,2,0.99999950000025,Most Positive
766, thank you to all those who have served and sacrificed,1,1,0.0,2,0.99999950000025,Neutral
767, crew access arm swings into place,0,0,0.0,5,0.0,Neutral
768,yes,0,0,0.0,0,0.0,Neutral
769,it is an honor that they would choose to work with me i strive to ensure that the companies enable,2,0,0.99999950000025,7,0.285714244897965,Most Positive
770,such a privilege to work with people i like &amp respect so much i feel blessed,4,0,0.9999997500000625,8,0.4999999375000079,Most Positive
771, the flight readiness review for the crew  mission to the has concluded and and are go t,0,0,0.0,6,0.0,Neutral
772, falcon and crew dragon vertical on launch complex a,0,1,-0.9999990000010001,6,0.16666663888889352,Most Negative
773,probably,0,0,0.0,0,0.0,Neutral
774,happy to see this,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
775,i do expect this to become an important product for the world but probably not financially material for tesla,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
776,theres no entry,0,0,0.0,1,0.0,Neutral
777,tesla makes the rna bioreactor that can make vaccines   cures curevac has version in use,0,0,0.0,9,0.0,Neutral
778, crew dragon and falcon in the hangar at launch complex a ahead of launching four astronauts to the  liftoff,0,1,-0.9999990000010001,10,0.09999999000000101,Most Negative
779,checking,0,0,0.0,1,0.0,Neutral
780,i just hope this game doesnt twist itself to tedium out of fear of being canceled,0,2,-0.99999950000025,7,0.285714244897965,Most Negative
781, rumor has it that austin chalk is geologically one of best soils for tunneling want to find out austin jobs now avai,1,1,0.0,10,0.19999998000000202,Neutral
782,,0,0,0.0,0,0.0,Neutral
783,yes you can have my damn cookie should be a browser setting,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
784,thanks to a lot of great autopilot ai hardware &amp software engineers at tesla,1,0,0.9999990000010001,10,0.09999999000000101,Most Positive
785,for sure,0,0,0.0,0,0.0,Neutral
786,will be worth it,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
787,exactly,0,0,0.0,0,0.0,Neutral
788,sure,0,0,0.0,0,0.0,Neutral
789,actually its still there,0,0,0.0,0,0.0,Neutral
790,wait until you see what cybertruck will do,0,0,0.0,2,0.0,Neutral
791,this is accidental will be back shortly,0,1,-0.9999990000010001,3,0.33333322222225925,Most Negative
792, k superchargers and counting,0,0,0.0,2,0.0,Neutral
793,am hoping to change booster design to land back on launch mount with,0,0,0.0,8,0.0,Neutral
794,chip has temp sensor &amp automatically maintains safe temp,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
795,enough already on my plate &amp teslas maybe one day will do a prototy,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
796,neuralink wont overclock the brain it will transfer processing to the supercomputer extension of yo,0,0,0.0,9,0.0,Neutral
797,we rewrote all labeling software for d very different from labeling single phot,0,0,0.0,6,0.0,Neutral
798,version is about a year away,0,0,0.0,2,0.0,Neutral
799,it would appear that their calculations were incorrect,0,1,-0.9999990000010001,2,0.499999750000125,Most Negative
800,china understands the profound importance of reusability the era of expendable rockets will soon be over,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
801,u+u+fefu+u+fef tesla autopilot ai team u+u+fefu+u+fef,0,0,0.0,6,0.0,Neutral
802,good explanation d is essential for dynamically occluded objects especially in large intersection,1,1,0.0,8,0.24999996875000394,Neutral
803,,0,0,0.0,0,0.0,Neutral
804,the phantom of the opera is here inside your mind,0,0,0.0,4,0.0,Neutral
805,u+feu+fe u+f,0,0,0.0,2,0.0,Neutral
806,just looking for problem solvers who get things done with a high sense of urgency dont care if or where they went to school,0,1,-0.9999990000010001,9,0.11111109876543349,Most Negative
807,when sending your resume please describe a few of the hardest problems you solved &amp exactly how you solved them,0,1,-0.9999990000010001,9,0.11111109876543349,Most Negative
808,a new banner is neededneither hard left nor right,1,1,0.0,4,0.49999987500003124,Neutral
809,another fine day in the simulation,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
810,faraday invented the electric motor tesla the commutator free three phase ac induction motor in other,1,0,0.9999990000010001,11,0.09090908264462885,Most Positive
811,maxwell was amazing should have more recognition tesla motors inc was almost called faraday as it to,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
812,is ten times better than,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
813,u+f,0,0,0.0,1,0.0,Neutral
814, deployment of gps iii  confirmed,0,0,0.0,4,0.0,Neutral
815, falcon s first stage lands on the of course i still love you droneship,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
816, liftoff,0,0,0.0,1,0.0,Neutral
817,awaiting approval from canadian authorities,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
818,recruiting ace engineers for giga berlin will interview in person tomorrow on site send resume to gunscom,0,0,0.0,12,0.0,Neutral
819,stop being a chad,0,0,0.0,2,0.0,Neutral
820,uh chad wtf,0,0,0.0,3,0.0,Neutral
821,einstein was great but did not succeed at engineering and he tried,2,0,0.99999950000025,4,0.49999987500003124,Most Positive
822,yeah that will be relatively easy as so few users out in the ocean,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
823,yes although i didnt expect the stock to rise so much so,0,0,0.0,4,0.0,Neutral
824,super appreciate your support steve that convertible loan gave us months of runway,3,0,0.9999996666667778,8,0.3749999531250059,Most Positive
825,closest we got was about a month the model ramp was extreme stress &amp pa,0,1,-0.9999990000010001,9,0.11111109876543349,Most Negative
826,i put in my last money even though i thought we would still fail but it was eithe,0,1,-0.9999990000010001,5,0.199999960000008,Most Negative
827,that funding round completed pm on christmas eve in  last hour of last day possible as investo,0,0,0.0,9,0.0,Neutral
828,yes,0,0,0.0,0,0.0,Neutral
829,lowering starlink terminal cost which may sound rather pedestrian is actually our most difficult technical challenge,0,1,-0.9999990000010001,9,0.11111109876543349,Most Negative
830,as soon as we get regulatory approval hopefully around middle of next year,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
831,right now it takes about mins to set up but with future improvements probably less than mi,2,0,0.99999950000025,6,0.33333327777778704,Most Positive
832,canada and norway are next after we get us out of early beta,0,0,0.0,4,0.0,Neutral
833,didnt realize that was possible no problem if theres a way get current design cybertruck approved in europe,0,1,-0.9999990000010001,8,0.12499998437500197,Most Negative
834,as soon as we get country approval this is required for each country individually as no eu wide approval,2,0,0.99999950000025,8,0.24999996875000394,Most Positive
835,lower latitude states need more satellites in position so probably january,0,0,0.0,6,0.0,Neutral
836,several thousand more starlink beta participation invitations going out this week,0,0,0.0,6,0.0,Neutral
837,new design is better with many minor tweaks even the small details matter,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
838,haha,0,0,0.0,1,0.0,Neutral
839,very close to actual expected flight,0,0,0.0,4,0.0,Neutral
840,i could not be more excited about the new supercollider that said while it is considerably larger,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
841,,0,0,0.0,0,0.0,Neutral
842,,0,0,0.0,0,0.0,Neutral
843,tesla tex,0,0,0.0,2,0.0,Neutral
844,yes,0,0,0.0,0,0.0,Neutral
845,penguin random house u+f should change the name to random penguinu+f,0,0,0.0,7,0.0,Neutral
846,sure although it might be quite a short livestream lot can go wrong but well provide video wa,1,1,0.0,7,0.285714244897965,Neutral
847,this is what matters most,0,0,0.0,1,0.0,Neutral
848,weve tested a sub scale version in a wind tunnel with active aero clos,0,0,0.0,9,0.0,Neutral
849,,0,0,0.0,0,0.0,Neutral
850,lord of the,0,0,0.0,1,0.0,Neutral
851,yeah although if it fails right at the end some landing,1,1,0.0,4,0.49999987500003124,Neutral
852,minor,0,0,0.0,1,0.0,Neutral
853,understanding exactly how the body flaps control pitch yaw &amp roll duri,0,0,0.0,10,0.0,Neutral
854,but a rud right off launch pad is also possible fortunately sn is almost ready,3,0,0.9999996666667778,6,0.49999991666668053,Most Positive
855,stable controlled descent with body flaps would be great transferring propellant,2,0,0.99999950000025,8,0.24999996875000394,Most Positive
856,every to days,0,0,0.0,1,0.0,Neutral
857,faults will never be zero but at some point the probability of a fault wi,0,2,-0.99999950000025,5,0.399999920000016,Most Negative
858,we measure this primarily in intervention probability this update addressed several issu,0,0,0.0,7,0.0,Neutral
859,thanks to a great autopilot ai team working super hard doing neural nets without testing them again,2,1,0.33333322222225925,10,0.299999970000003,Positive
860,latency will improve significantly soon bandwidth too,1,1,0.0,4,0.49999987500003124,Neutral
861,this build should be noticeably better with interventions,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
862,yes,0,0,0.0,0,0.0,Neutral
863,ive spent more than half my life in california &amp love the state but frankly i think,1,0,0.9999990000010001,10,0.09999999000000101,Most Positive
864,and sweden is still right with zero deaths oct,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
865,true also fewer heart attacks as way easier to pump blood in  gravity,1,1,0.0,8,0.24999996875000394,Neutral
866,now were talking also stephenson   is in the constellation scrotum haha,0,0,0.0,5,0.0,Neutral
867,small fry the sun converts over million tons of mass to energy every second,0,0,0.0,8,0.0,Neutral
868,accurate,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
869,,0,0,0.0,0,0.0,Neutral
870,some challenges with high winds looks like sunday for static fire,1,1,0.0,6,0.33333327777778704,Neutral
871,great shot,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
872,future ai will appreciate this,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
873,truth is stranger than fiction,0,2,-0.99999950000025,3,0.6666664444445185,Most Negative
874,u+f,0,0,0.0,1,0.0,Neutral
875,urf is so smol,0,0,0.0,2,0.0,Neutral
876,for a long time,0,0,0.0,2,0.0,Neutral
877,truth be told ive eaten at jitb many times over the years even the teriyaki bowl,0,0,0.0,9,0.0,Neutral
878,might buy a jack in the box footstool,0,0,0.0,4,0.0,Neutral
879,approximately lograte,0,0,0.0,2,0.0,Neutral
880,same bot just change setting to combat,0,0,0.0,4,0.0,Neutral
881,well being a phased array antenna it is actually rather flat,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
882,tesla should make u+f catgirl robots,0,0,0.0,5,0.0,Neutral
883,little crane am i just a toy to you,0,0,0.0,2,0.0,Neutral
884,u+fu+f,0,0,0.0,1,0.0,Neutral
885,come here no come here u+f,0,0,0.0,1,0.0,Neutral
886,wow this mayo sure is salty,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
887,max payne was great on many levels silent hill good too,3,0,0.9999996666667778,7,0.4285713673469475,Most Positive
888,jack in the box should do double duty as a sperm donor clinic name is u+fc,0,0,0.0,8,0.0,Neutral
889,one of the best games ever,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
890,fear with modern graphics &amp sound would rock,1,1,0.0,7,0.285714244897965,Neutral
891,ok,0,0,0.0,0,0.0,Neutral
892,all games in this thread are far scarier &amp more creatively so than any horror movie,0,1,-0.9999990000010001,8,0.12499998437500197,Most Negative
893,fear is best imo also dead space  they will haunt your dreams,1,3,-0.49999987500003124,6,0.6666665555555741,Negative
894,,0,0,0.0,0,0.0,Neutral
895,to the best of my knowledge literally zero equipment was usable without major repairs or upgra,2,0,0.99999950000025,7,0.285714244897965,Most Positive
896,all that was left were broken bots &amp equipment hardly worth the scrap metal value but we scrounged up spa,1,2,-0.33333322222225925,11,0.2727272479338866,Negative
897,and there were actually zero employees in the factory after gm toyota left they took all good equipment &amp,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
898,bettern nothin or ur u+fb back,0,0,0.0,5,0.0,Neutral
899,u+fab u+ff,0,0,0.0,2,0.0,Neutral
900,tesla team has done great work,2,0,0.99999950000025,4,0.49999987500003124,Most Positive
901,well tbh our capex efficiency in was trash u+fc,1,1,0.0,5,0.399999920000016,Neutral
902,testing for covid is a license to print money,0,0,0.0,5,0.0,Neutral
903,yes very helpful thanks all beta testers,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
904,video training &amp inference is essential for excellent autonomy,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
905,sigh there should be a new supersonic jet this time electric,0,0,0.0,5,0.0,Neutral
906,critical to humanitys future,0,1,-0.9999990000010001,3,0.33333322222225925,Most Negative
907,congratulations spacex team,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
908,mine is a few days ahead,0,0,0.0,3,0.0,Neutral
909,sure it could be an option in settings,0,0,0.0,2,0.0,Neutral
910,visualization will tone down significantly for production these are intentionally strident colors,0,1,-0.9999990000010001,7,0.1428571224489825,Most Negative
911,sure,0,0,0.0,0,0.0,Neutral
912,im in boca every week so maybe we could talk th,0,0,0.0,4,0.0,Neutral
913,good point probably next week in form of a written piece on spacex website,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
914,great pics that we now have the beginnings of a starship production system is most meaningful,2,0,0.99999950000025,7,0.285714244897965,Most Positive
915,yup with beta updates therell be a lot of steps fwd step back situations but pace of improv,0,0,0.0,12,0.0,Neutral
916,working on it also needs to be able fart at other cars on command,0,0,0.0,4,0.0,Neutral
917,starship is coming together,0,0,0.0,2,0.0,Neutral
918,price change is pushed to thursday next week applies only to us for now one week clock will start in other countr,0,0,0.0,10,0.0,Neutral
919,there will be a deg glass star bar name tbd at top of high bay,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
920,well we have said many times that the price will rise as the product functionality improves how much ti,2,0,0.99999950000025,7,0.285714244897965,Most Positive
921,agreed are these performance tires,0,0,0.0,3,0.0,Neutral
922,just a small seeming issue with loss of upper stage camera probably nothing serious but standing down to,0,2,-0.99999950000025,7,0.285714244897965,Most Negative
923,sure,0,0,0.0,0,0.0,Neutral
924,now that tesla fsd beta is out in limited release fsd price new or upgrade will go up by ~k on monday,0,1,-0.9999990000010001,10,0.09999999000000101,Most Negative
925,as soon as we complete testing &amp regulators approve so many differe,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
926,yes,0,0,0.0,0,0.0,Neutral
927,haha,0,0,0.0,1,0.0,Neutral
928,dependent on proving high safety,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
929,not intentional we just wanted to show that you could theoretically convert the entire us vehicle f,0,0,0.0,7,0.0,Neutral
930,cold gas for now hot later,1,1,0.0,3,0.6666664444445185,Neutral
931,i mean ya gotta have a tiki bar,0,0,0.0,4,0.0,Neutral
932,starship nosecone high bay &amp tiki bar,0,0,0.0,8,0.0,Neutral
933,,0,0,0.0,0,0.0,Neutral
934,after it gets to orbit a few times,0,0,0.0,2,0.0,Neutral
935,got a little melty tbh,0,0,0.0,2,0.0,Neutral
936,those engines could go bar but would be dicey pushing it for near term tests doesnt achieve,0,0,0.0,8,0.0,Neutral
937,raptor has now run for secs at bar chamber pressure before encountering issues mt f sea,0,1,-0.9999990000010001,10,0.09999999000000101,Most Negative
938,fsd beta rollout happening tonight will be extremely slow &amp cautious as it should,0,1,-0.9999990000010001,10,0.09999999000000101,Most Negative
939,data from engine starship static fire this morning looks good proceeding with nosecone mate,1,1,0.0,10,0.19999998000000202,Neutral
940,yes we also have to consider population life months lost from lockdowns &amp other restriction,0,2,-0.99999950000025,8,0.24999996875000394,Most Negative
941,sweden at zero deaths oct,0,0,0.0,3,0.0,Neutral
942,yes,0,0,0.0,0,0.0,Neutral
943,firmware is probably a slightly more accurate description but yes,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
944, theres no place like homeespecially if it has a solar roofthis kansas ranch got theirs installed in days,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
945,mobi c has too much mobility fusion has too little we need mobi d haha,0,0,0.0,5,0.0,Neutral
946,actually its my neck,0,0,0.0,1,0.0,Neutral
947,maybe i can be helpful had mobi c disc put in at c c however st surgery failed to remov,1,1,0.0,8,0.24999996875000394,Neutral
948,pretty accurate its not so much dna sequencing as it is using synthetic dna rna to fix bugs in our code,2,1,0.33333322222225925,10,0.299999970000003,Positive
949,london to beijing would be cool,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
950,wow that would be quite a trip,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
951,thats my kid haha,0,0,0.0,2,0.0,Neutral
952,mtr trnd,0,0,0.0,2,0.0,Neutral
953,looks like snoopy,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
954,current production is slightly better,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
955,doesnt seem to be any life in this solar system maybe under the ice of europa or,0,0,0.0,6,0.0,Neutral
956, tesla model sr+ has lowest energy consumption of all bevs says report,0,0,0.0,8,0.0,Neutral
957,very creative,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
958,that free fusion reactor in the sky conveniently converts ~ million tons of mass into energy every second,2,0,0.99999950000025,11,0.1818181652892577,Most Positive
959,you never know,0,0,0.0,0,0.0,Neutral
960,after,0,0,0.0,0,0.0,Neutral
961,u+f,0,0,0.0,1,0.0,Neutral
962,also system should autodelete old data automatically by default,0,0,0.0,5,0.0,Neutral
963,table in tension,0,1,-0.9999990000010001,2,0.499999750000125,Most Negative
964,yes,0,0,0.0,0,0.0,Neutral
965,starting production on seater next month initial deliveries early december,0,0,0.0,8,0.0,Neutral
966,the gauntlet has been thrown down the prophecy will be fulfilled model s price changes to  tonight,0,0,0.0,7,0.0,Neutral
967,,0,0,0.0,0,0.0,Neutral
968,congratulations,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
969,making progress,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
970,meter or roughly ft diameter,0,0,0.0,4,0.0,Neutral
971,will be less roomy with vacuum rocket engines added,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
972,its still there but focus is vegas &amp prufrock our new tunneling machine,0,0,0.0,7,0.0,Neutral
973,for sure,0,0,0.0,0,0.0,Neutral
974,maybe a month or so some finishing touches need to be done on the stations,0,0,0.0,4,0.0,Neutral
975,we simplified this a lot its basically just teslas in tunnels at this point,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
976,sweet,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
977,yes everything is slow to a phased array antenna,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
978,nice,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
979,what is love baby dont hurt me winston churchill,1,1,0.0,6,0.33333327777778704,Neutral
980,or maybe weak turrets to allow more strategic degrees of freedom,1,1,0.0,5,0.399999920000016,Neutral
981,please buff torbs turret,0,0,0.0,3,0.0,Neutral
982,um yes,0,0,0.0,1,0.0,Neutral
983,i have goosebumps merch not sure how tbh,0,0,0.0,3,0.0,Neutral
984,hgg,0,0,0.0,1,0.0,Neutral
985,lotr,0,0,0.0,1,0.0,Neutral
986,u+f the illuminaughty u+f,0,0,0.0,3,0.0,Neutral
987,knee deep,0,0,0.0,2,0.0,Neutral
988, this will be the first flight of the upgraded cargo version of dragon which is able to carry  more science payloads than th,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
989, the dragon spacecraft supporting spacexs st cargo resupply mission to the departed our hawthorne factory last,1,0,0.9999990000010001,11,0.09090908264462885,Most Positive
990,yeah,0,0,0.0,1,0.0,Neutral
991,at least success is in the set of all possible outcomes this time,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
992,diess is doing his best to move in the right direction but hes in a tough position wi,3,0,0.9999996666667778,7,0.4285713673469475,Most Positive
993,good grief spacex is getting zero money for this starship is designed to carry people &amp cargo around ear,1,1,0.0,12,0.16666665277777895,Neutral
994,with fsd we got stuck in a lot of local maximums which wasnt clear until we hit the ceiling this time its right,2,1,0.33333322222225925,10,0.299999970000003,Positive
995,thank you much more accurate haha,2,0,0.99999950000025,2,0.99999950000025,Most Positive
996,this graph appears to be upside down,0,0,0.0,3,0.0,Neutral
997,sheer magnitude of the entire production system is hard to appreciate almost every element of productio,1,1,0.0,8,0.24999996875000394,Neutral
998,will release order configurator probably in jan,0,0,0.0,4,0.0,Neutral
999,limited fsd beta releasing on tuesday next week as promised this will at first be limited to a s,1,2,-0.33333322222225925,8,0.3749999531250059,Negative
1000,the socs sync with each other to times sec exchanging output of nns that should be in,0,0,0.0,7,0.0,Neutral
1001,tesla fsd computers dual socs function like twin engines on planes they each run different neural nets,1,0,0.9999990000010001,12,0.08333332638888948,Most Positive
1002,accurate analysis quite a few ego intelligence&gt&gt people in your comment thread haha neither mobileye,2,0,0.99999950000025,13,0.15384614201183525,Most Positive
1003,,0,0,0.0,0,0.0,Neutral
1004,glad jen is safe,2,0,0.99999950000025,3,0.6666664444445185,Most Positive
1005,wow,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
1006,uh ok here we go,0,0,0.0,1,0.0,Neutral
1007,i dont think this is accurate,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
1008,yeah there are lite,0,0,0.0,2,0.0,Neutral
1009,even if half that amount its still a big deal,0,0,0.0,4,0.0,Neutral
1010,u+fu+f,0,0,0.0,1,0.0,Neutral
1011,i have seen no evidence of an advanc,0,0,0.0,2,0.0,Neutral
1012,we face a tough dichotomy of applying resources to the old architecture or applying them to the ne,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
1013,definitely,0,0,0.0,0,0.0,Neutral
